,NextMet100,NextMet101,NextMet102,NextMet103,NextMet104,NextMet105,NextMet106,NextMet107,NextMet108,NextMet109,NextMet10,NextMet110,NextMet111,NextMet112,NextMet113,NextMet114,NextMet115,NextMet116,NextMet117,NextMet118,NextMet119,NextMet11,NextMet120,NextMet121,NextMet122,NextMet123,NextMet124,NextMet125,NextMet126,NextMet127,NextMet128,NextMet129,NextMet12,NextMet130,NextMet131,NextMet132,NextMet133,NextMet134,NextMet135,NextMet136,NextMet137,NextMet138,NextMet139,NextMet13,NextMet140,NextMet141,NextMet142,NextMet143,NextMet144,NextMet145,NextMet146,NextMet147,NextMet148,NextMet149,NextMet14,NextMet150,NextMet151,NextMet152,NextMet153,NextMet154,NextMet155,NextMet156,NextMet157,NextMet158,NextMet159,NextMet15,NextMet160,NextMet161,NextMet162,NextMet163,NextMet164,NextMet165,NextMet166,NextMet167,NextMet168,NextMet169,NextMet16,NextMet170,NextMet171,NextMet172,NextMet173,NextMet174,NextMet175,NextMet176,NextMet177,NextMet178,NextMet179,NextMet17,NextMet180,NextMet181,NextMet182,NextMet183,NextMet184,NextMet185,NextMet186,NextMet187,NextMet188,NextMet189,NextMet18,NextMet190,NextMet191,NextMet192,NextMet193,NextMet194,NextMet19,NextMet1,NextMet20,NextMet21,NextMet22,NextMet23,NextMet24,NextMet25,NextMet26,NextMet27,NextMet28,NextMet29,NextMet2,NextMet30,NextMet31,NextMet32,NextMet33,NextMet34,NextMet35,NextMet36,NextMet37,NextMet38,NextMet39,NextMet3,NextMet40,NextMet41,NextMet42,NextMet43,NextMet44,NextMet45,NextMet46,NextMet47,NextMet48,NextMet49,NextMet4,NextMet50,NextMet51,NextMet52,NextMet53,NextMet54,NextMet55,NextMet56,NextMet57,NextMet58,NextMet59,NextMet5,NextMet60,NextMet61,NextMet62,NextMet63,NextMet64,NextMet65,NextMet66,NextMet67,NextMet68,NextMet69,NextMet6,NextMet70,NextMet71,NextMet72,NextMet73,NextMet74,NextMet75,NextMet76,NextMet77,NextMet78,NextMet79,NextMet7,NextMet80,NextMet81,NextMet82,NextMet83,NextMet84,NextMet85,NextMet86,NextMet87,NextMet88,NextMet89,NextMet8,NextMet90,NextMet91,NextMet92,NextMet93,NextMet94,NextMet95,NextMet96,NextMet97,NextMet98,NextMet99,NextMet9
Myoviridae,1.7399149374919447e-05,2.1278569207182336e-05,2.905394810872633e-05,1.4701951349906443e-05,4.3222779069535474e-05,2.369527871571589e-05,3.5113044496030274e-05,2.7181176129491125e-05,3.5785999721664444e-05,1.1755354283986969e-05,3.512606353914605e-06,1.6100121287580367e-05,4.041860198792158e-06,1.3682074202449092e-05,3.544660149286701e-05,2.101105181325377e-05,0.0,7.809449433814916e-06,1.17000117000117e-05,1.2536303044232257e-05,1.2712320194009564e-05,9.408173612163723e-06,3.907030049402225e-05,9.205237341702794e-06,8.764900330561956e-06,9.04748800265393e-06,1.3011483839255165e-05,6.117101717206388e-06,1.0735987746659319e-05,2.475799064147954e-06,5.212797998285569e-06,1.7601501994836893e-05,2.2765214751859158e-05,1.7302168922997658e-05,1.2372877278241951e-05,3.431561789559473e-05,1.1409075104311542e-05,2.8862805464691167e-05,8.449613312835197e-05,1.1109648112182757e-05,2.2613519869746124e-06,1.643513989434553e-05,4.077638231936063e-06,9.940893106404834e-06,8.490309726498823e-06,1.0071845833613107e-05,1.266630387870372e-05,0.0,1.1758768856900682e-05,1.0186699565933413e-05,3.906322662251902e-05,1.1216945065011545e-05,1.7050210285926863e-05,4.27053862168366e-05,1.2574240411093834e-06,1.5286364562809976e-05,8.950262114819078e-06,1.3687317787581955e-06,2.1732043898728675e-05,2.4138263976054843e-05,6.872379905161157e-06,7.918649078467214e-06,1.648829331174866e-05,3.3077169035359496e-06,3.8135108452011206e-05,5.643553181082809e-06,1.2236906510034265e-05,7.199078517949702e-06,7.11729700875823e-06,1.9674619272694907e-05,2.583556523910816e-06,8.972121172574673e-06,1.952586602958743e-05,1.0810724238444535e-05,2.2477129520712677e-06,1.0589413153976486e-05,5.507062808051326e-06,1.563136041683628e-05,1.4178419657591164e-05,1.948811225152657e-05,2.06439666443545e-05,1.607385731360508e-05,0.0,1.7359805107254662e-05,1.5865400960234505e-05,1.1143758195305506e-05,1.6464449454140176e-05,5.563323603698498e-06,1.0071319865118915e-05,2.1808084014432107e-06,1.4172078099051924e-05,2.021829633282992e-05,9.247770901888859e-06,1.4404675346055176e-05,1.3799448022079115e-05,1.1109582808714144e-05,1.428183378745831e-05,6.246789844107889e-06,4.169171064563088e-06,1.8932820043545487e-05,9.00499777376444e-06,6.477219977185792e-06,0.0,0.0,0.0,3.971020375746773e-06,3.4211192533749345e-06,9.684792293487945e-06,7.0672765464575286e-06,3.0667216404916297e-06,1.8676112629409898e-06,2.125571690219182e-06,3.595024486111222e-06,1.0504149138909868e-05,4.8156412026261296e-06,1.0188210203152911e-05,1.8402311330303087e-06,1.3057671381936886e-05,1.4531715469011118e-06,3.5331527499705574e-06,6.274673847682293e-06,8.66143680863174e-06,7.832386919913843e-05,5.361240376573524e-06,1.31006655138081e-06,0.0,5.800435999439291e-06,7.2121885987318565e-06,4.46958447762973e-06,3.0255558618463957e-06,3.388656284827856e-06,9.007304924293601e-07,2.250621734254088e-06,1.581377696248972e-06,3.7742495533804697e-06,6.987021607364321e-06,8.811504300014099e-06,1.3203063110641668e-06,6.502514305531472e-06,3.2255983484936457e-06,5.765261608354249e-06,4.942339373970346e-06,1.2601812140585817e-06,2.6874014619463954e-06,0.0,2.6664494004192253e-05,7.664303506418855e-06,7.2439521623197205e-06,8.469312856416917e-06,1.5314482906484663e-06,7.176362367155748e-06,2.1968687297705006e-06,2.2476624310716855e-06,5.283792494901141e-06,3.137036197912128e-05,4.476259041110709e-06,5.0328392762777125e-06,1.0639807064831892e-05,0.0,9.422998398090273e-06,0.0,1.6524863563946985e-05,1.5379739756161218e-05,7.30908072067536e-06,2.4795847522068303e-06,2.7730966957486297e-05,1.017865074273306e-05,1.2713121353806166e-05,9.2501233349778e-06,1.9531488421489522e-05,2.9847634930260763e-05,4.031824534996237e-06,1.589760529072304e-05,6.067592985862509e-06,3.4433548989375338e-06,1.4893018483890718e-05,1.2980959292891746e-05,9.497010200492437e-06,5.4214254734711585e-06,1.4826895989324633e-05,6.501903612891108e-06,3.3918942424769526e-05,2.4626295958824832e-06,1.526352475489323e-05,2.1720326033525514e-05,1.761035182420275e-05,9.774852562640513e-06,5.628913854164224e-06,1.3333214815868303e-05,1.526274821044277e-05,2.203056536958313e-05,3.9023438452720666e-05,3.88342811774554e-06,4.531277140462039e-06
Bromoviridae,0.0,1.6368130159371029e-06,0.0,2.673082063619353e-06,0.0,2.9619098394644864e-06,8.778261124007569e-06,1.3590588064745562e-06,0.0,0.0,0.0,0.0,1.0104650496980395e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1471975493318636e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.4117760246295935e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.898311348084018e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.626739230887715e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5777350036287906e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2220411670160212e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.429525163188239e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bornaviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.271143351072845e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fuselloviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0310731065201625e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.236450562585006e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Narnaviridae,3.8664776388709885e-06,0.0,0.0,0.0,3.3248291591950365e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4457204265839074e-06,0.0,2.1471975493318636e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.156473793249703e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.190134696740872e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4898614925432433e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333214815868303e-06,0.0,0.0,0.0,0.0,0.0
Togaviridae,0.0,0.0,0.0,0.0,0.0,0.0,2.9260870413358563e-06,0.0,2.982166643472037e-06,0.0,0.0,0.0,0.0,1.368207420244909e-06,0.0,0.0,0.0,0.0,0.0,1.044691920352688e-06,9.77870784154582e-07,0.0,0.0,0.0,0.0,0.0,1.4457204265839074e-06,0.0,0.0,0.0,0.0,0.0,1.0840578453266265e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2786088735455826e-06,0.0,0.0,0.0,1.1453966508601929e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1862161681263718e-06,0.0,0.0,8.156473793249703e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2180070157204106e-06,1.8767242403958638e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4538722676288072e-06,0.0,0.0,0.0,0.0,0.0,7.935416291938676e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.936958458697589e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4898614925432433e-06,0.0,0.0,0.0,1.125310867127044e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.177924217462933e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3214461907111145e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.90043604222352e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.656674706175108e-07,0.0,0.0,0.0,1.5262748210442773e-06,0.0,0.0,1.2944760392485134e-06,0.0
Hantaviridae,0.0,0.0,2.7670426770215554e-06,0.0,0.0,0.0,0.0,1.3590588064745562e-06,0.0,0.0,0.0,1.6100121287580367e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.089383840705376e-06,9.77870784154582e-07,1.5680289353606206e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4298174123164472e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.3592127439786875e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.898311348084018e-07,1.4989357556135144e-06,0.0,0.0,0.0,1.529613313754283e-06,1.4398157035899405e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.925347846177543e-06,0.0,2.9308800781568024e-06,0.0,2.436014031440821e-06,0.0,0.0,0.0,0.0,1.1332429257310362e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3203063110641668e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.580379383023568e-07,0.0,0.0,0.0,0.0,0.0,0.0,1.056758498980228e-06,2.61419683159344e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3981581596510197e-06,0.0,0.0,0.0,0.0,0.0,1.3214461907111145e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Megabirnaviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.940877604564322e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0697006178056345e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Secoviridae,0.0,0.0,0.0,1.3365410318096766e-06,0.0,0.0,0.0,0.0,2.982166643472037e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5680289353606206e-06,0.0,0.0,0.0,1.1309360003317413e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.718425487957375e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.550019116902442e-06,2.6690866385522875e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6312947586499407e-06,0.0,1.201191582049393e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.383621201979319e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.971349717439874e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1983414953704074e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.007304924293601e-07,0.0,0.0,0.0,0.0,0.0,0.0,9.289306150759246e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2397923761034152e-06,0.0,0.0,0.0,0.0,2.4414360526861902e-06,2.842631898120073e-06,0.0,0.0,0.0,0.0,2.4821697473151197e-06,0.0,1.055223355610271e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4389649032950416e-06,0.0,0.0
Paramyxoviridae,0.0,0.0,1.3835213385107777e-06,0.0,6.649658318390073e-06,0.0,0.0,0.0,0.0,8.396681631419264e-07,0.0,0.0,0.0,0.0,1.5411565866463918e-06,0.0,0.0,1.115635633402131e-06,0.0,0.0,0.0,3.136057870721241e-06,2.604686699601483e-06,0.0,0.0,0.0,0.0,1.0195169528677313e-06,0.0,0.0,0.0,0.0,1.0840578453266265e-06,0.0,0.0,1.4298174123164472e-06,0.0,1.803925341543198e-06,3.520672213681332e-06,1.2344053457980842e-06,0.0,0.0,4.077638231936063e-06,0.0,3.396123890599529e-06,0.0,0.0,0.0,1.4698461071125852e-06,0.0,0.0,0.0,0.0,2.6690866385522875e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.529613313754283e-06,2.879631407179881e-06,2.3724323362527435e-06,0.0,2.583556523910816e-06,0.0,0.0,0.0,0.0,0.0,1.3767657020128315e-06,9.769600260522674e-07,0.0,0.0,9.383621201979319e-07,1.236450562585006e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.269361338144036e-07,1.090159853773225e-06,9.190134696740872e-07,1.1559713627361073e-06,0.0,1.971349717439874e-06,0.0,8.401078698504888e-07,6.940877604564322e-07,0.0,2.366602505443186e-06,7.504164811470366e-07,0.0,0.0,0.0,0.0,1.3236734585822574e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0722480753147048e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2220411670160212e-06,1.9160758766047137e-06,2.0697006178056345e-06,0.0,0.0,0.0,0.0,0.0,1.056758498980228e-06,0.0,2.2381295205553543e-06,1.2582098190694281e-06,1.3299758831039865e-06,0.0,0.0,0.0,0.0,0.0,1.21818012011256e-06,0.0,0.0,0.0,6.05386731133627e-07,0.0,1.2207180263430951e-06,1.4213159490600364e-06,0.0,5.2992017635743465e-06,0.0,0.0,0.0,5.90043604222352e-07,2.110446711220542e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333214815868303e-06,0.0,2.447840596620348e-06,0.0,2.5889520784970268e-06,0.0
Nudiviridae,1.9332388194354942e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.3590588064745562e-06,0.0,8.396681631419264e-07,0.0,0.0,0.0,1.368207420244909e-06,0.0,0.0,0.0,0.0,0.0,0.0,9.77870784154582e-07,0.0,0.0,0.0,0.0,0.0,1.4457204265839074e-06,0.0,0.0,1.237899532073977e-06,0.0,0.0,1.0840578453266265e-06,1.153477928199844e-06,0.0,0.0,0.0,1.803925341543198e-06,0.0,2.4688106915961684e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6977832609889022e-06,0.0,1.402118133126443e-06,1.550019116902442e-06,0.0,0.0,0.0,1.2786088735455826e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5423405634674136e-06,0.0,0.0,0.0,0.0,0.0,0.0,8.156473793249703e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.383621201979319e-07,2.472901125170012e-06,0.0,1.7359805107254664e-06,0.0,0.0,0.0,0.0,1.1190355405687684e-06,7.269361338144036e-07,0.0,9.190134696740872e-07,0.0,2.057810763722168e-06,0.0,7.935416291938676e-07,0.0,0.0,0.0,0.0,7.504164811470366e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2373481155188201e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3203063110641668e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2220411670160212e-06,0.0,0.0,0.0,0.0,6.523965788323407e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2207180263430951e-06,1.4213159490600364e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.629142093773419e-06,0.0,1.3333214815868303e-06,0.0,0.0,0.0,0.0,1.1328192851155098e-06
Tectiviridae,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3590588064745562e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6802157397009776e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5686684619205731e-06,0.0,0.0,1.0722480753147048e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4213159490600364e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
